, ,Number of genomes
4457,Cluster 4457,2
4458,Cluster 4458,1
4459,Cluster 4459,1
4460,Cluster 4460,1
4461,Cluster 4461,1
4462,Cluster 4462,1
4463,Cluster 4463,1
4464,Cluster 4464,1
4465,Cluster 4465,269
4466,Cluster 4466,269
4467,Cluster 4467,32
4468,Cluster 4468,10
4469,Cluster 4469,14
4470,Cluster 4470,14
4471,Cluster 4471,1
4472,Cluster 4472,7
4473,Cluster 4473,1
4474,Cluster 4474,5
4475,Cluster 4475,10
4476,Cluster 4476,1
4477,Cluster 4477,1
4478,Cluster 4478,6
4479,Cluster 4479,4
4480,Cluster 4480,8
4481,Cluster 4481,1
4482,Cluster 4482,6
4483,Cluster 4483,1
4484,Cluster 4484,1
4485,Cluster 4485,4
4486,Cluster 4486,1
4487,Cluster 4487,2
4488,Cluster 4488,1
4489,Cluster 4489,269
4490,Cluster 4490,269
4491,Cluster 4491,242
4492,Cluster 4492,269
4493,Cluster 4493,269
4494,Cluster 4494,268
4495,Cluster 4495,269
4496,Cluster 4496,1
4497,Cluster 4497,2
4498,Cluster 4498,4
4499,Cluster 4499,2
4500,Cluster 4500,2
4501,Cluster 4501,2
4502,Cluster 4502,6
4503,Cluster 4503,5
4504,Cluster 4504,1
4505,Cluster 4505,2
4506,Cluster 4506,1
4507,Cluster 4507,1
4508,Cluster 4508,3
4509,Cluster 4509,1
4510,Cluster 4510,1
4511,Cluster 4511,269
4512,Cluster 4512,269
4513,Cluster 4513,269
4514,Cluster 4514,269
4515,Cluster 4515,113
4516,Cluster 4516,1
4517,Cluster 4517,8
4518,Cluster 4518,129
4519,Cluster 4519,2
4520,Cluster 4520,5
4521,Cluster 4521,6
4522,Cluster 4522,1
4523,Cluster 4523,2
4524,Cluster 4524,1
4525,Cluster 4525,1
4526,Cluster 4526,8
4527,Cluster 4527,2
4528,Cluster 4528,3
4529,Cluster 4529,48
4530,Cluster 4530,8
4531,Cluster 4531,1
4532,Cluster 4532,2
4533,Cluster 4533,2
4534,Cluster 4534,1
4535,Cluster 4535,2
4536,Cluster 4536,3
4537,Cluster 4537,2
4538,Cluster 4538,1
4539,Cluster 4539,1
4540,Cluster 4540,218
4541,Cluster 4541,269
4542,Cluster 4542,62
4543,Cluster 4543,269
4544,Cluster 4544,2
4545,Cluster 4545,8
4546,Cluster 4546,1
4547,Cluster 4547,1
4548,Cluster 4548,1
4549,Cluster 4549,4
4550,Cluster 4550,22
4551,Cluster 4551,2
4552,Cluster 4552,1
4553,Cluster 4553,3
4554,Cluster 4554,1
4555,Cluster 4555,1
4556,Cluster 4556,1
4557,Cluster 4557,2
4558,Cluster 4558,2
4559,Cluster 4559,1
4560,Cluster 4560,3
4561,Cluster 4561,1
4562,Cluster 4562,50
4563,Cluster 4563,1
4564,Cluster 4564,2
4565,Cluster 4565,1
4566,Cluster 4566,26
4567,Cluster 4567,1
4568,Cluster 4568,1
4569,Cluster 4569,1
4570,Cluster 4570,1
4571,Cluster 4571,261
4572,Cluster 4572,12
4573,Cluster 4573,8
4574,Cluster 4574,19
4575,Cluster 4575,53
4576,Cluster 4576,4
4577,Cluster 4577,26
4578,Cluster 4578,1
4579,Cluster 4579,12
4580,Cluster 4580,2
4581,Cluster 4581,1
4582,Cluster 4582,1
4583,Cluster 4583,1
4584,Cluster 4584,6
4585,Cluster 4585,1
4586,Cluster 4586,1
4587,Cluster 4587,3
4588,Cluster 4588,1
4589,Cluster 4589,1
4590,Cluster 4590,114
4591,Cluster 4591,268
4592,Cluster 4592,9
4593,Cluster 4593,1
4594,Cluster 4594,1
4595,Cluster 4595,8
4596,Cluster 4596,8
4597,Cluster 4597,2
4598,Cluster 4598,2
4599,Cluster 4599,1
4600,Cluster 4600,1
4601,Cluster 4601,3
4602,Cluster 4602,4
4603,Cluster 4603,248
4604,Cluster 4604,30
4605,Cluster 4605,1
4606,Cluster 4606,7
4607,Cluster 4607,1
4608,Cluster 4608,1
4609,Cluster 4609,1
4610,Cluster 4610,1
4611,Cluster 4611,269
4612,Cluster 4612,3
4613,Cluster 4613,100
4614,Cluster 4614,126
4615,Cluster 4615,21
4616,Cluster 4616,2
4617,Cluster 4617,21
4618,Cluster 4618,33
4619,Cluster 4619,3
4620,Cluster 4620,2
4621,Cluster 4621,1
4622,Cluster 4622,1
4623,Cluster 4623,1
4624,Cluster 4624,1
4625,Cluster 4625,1
4626,Cluster 4626,2
4627,Cluster 4627,8
4628,Cluster 4628,1
4629,Cluster 4629,2
4630,Cluster 4630,4
4631,Cluster 4631,2
4632,Cluster 4632,26
4633,Cluster 4633,1
4634,Cluster 4634,269
4635,Cluster 4635,268
4636,Cluster 4636,234
4637,Cluster 4637,11
4638,Cluster 4638,4
4639,Cluster 4639,19
4640,Cluster 4640,3
4641,Cluster 4641,8
4642,Cluster 4642,4
4643,Cluster 4643,1
4644,Cluster 4644,10
4645,Cluster 4645,269
4646,Cluster 4646,1
4647,Cluster 4647,107
4648,Cluster 4648,15
4649,Cluster 4649,17
4650,Cluster 4650,7
4651,Cluster 4651,3
4652,Cluster 4652,4
4653,Cluster 4653,1
4654,Cluster 4654,1
4655,Cluster 4655,269
4656,Cluster 4656,269
4657,Cluster 4657,269
4658,Cluster 4658,269
4659,Cluster 4659,268
4660,Cluster 4660,269
4661,Cluster 4661,11
4662,Cluster 4662,116
4663,Cluster 4663,8
4664,Cluster 4664,8
4665,Cluster 4665,1
4666,Cluster 4666,10
4667,Cluster 4667,4
4668,Cluster 4668,3
4669,Cluster 4669,2
4670,Cluster 4670,1
4671,Cluster 4671,1
4672,Cluster 4672,115
4673,Cluster 4673,1
4674,Cluster 4674,2
4675,Cluster 4675,3
4676,Cluster 4676,1
4677,Cluster 4677,1
4678,Cluster 4678,1
4679,Cluster 4679,1
4680,Cluster 4680,1
4681,Cluster 4681,1
4682,Cluster 4682,1
4683,Cluster 4683,1
4684,Cluster 4684,269
4685,Cluster 4685,269
4686,Cluster 4686,259
4687,Cluster 4687,266
4688,Cluster 4688,62
4689,Cluster 4689,26
4690,Cluster 4690,1
4691,Cluster 4691,58
4692,Cluster 4692,1
4693,Cluster 4693,15
4694,Cluster 4694,1
4695,Cluster 4695,2
4696,Cluster 4696,1
4697,Cluster 4697,2
4698,Cluster 4698,1
4699,Cluster 4699,2
4700,Cluster 4700,1
4701,Cluster 4701,1
4702,Cluster 4702,3
4703,Cluster 4703,1
4704,Cluster 4704,2
4705,Cluster 4705,2
4706,Cluster 4706,2
4707,Cluster 4707,3
4708,Cluster 4708,4
4709,Cluster 4709,1
4710,Cluster 4710,23
4711,Cluster 4711,269
4712,Cluster 4712,185
4713,Cluster 4713,269
4714,Cluster 4714,19
4715,Cluster 4715,4
4716,Cluster 4716,5
4717,Cluster 4717,1
4718,Cluster 4718,3
4719,Cluster 4719,73
4720,Cluster 4720,3
4721,Cluster 4721,5
4722,Cluster 4722,1
4723,Cluster 4723,1
4724,Cluster 4724,4
4725,Cluster 4725,28
4726,Cluster 4726,1
4727,Cluster 4727,1
4728,Cluster 4728,1
4729,Cluster 4729,2
4730,Cluster 4730,1
4731,Cluster 4731,1
4732,Cluster 4732,1
4733,Cluster 4733,2
4734,Cluster 4734,1
4735,Cluster 4735,142
4736,Cluster 4736,82
4737,Cluster 4737,269
4738,Cluster 4738,269
4739,Cluster 4739,62
4740,Cluster 4740,62
4741,Cluster 4741,61
4742,Cluster 4742,1
4743,Cluster 4743,16
4744,Cluster 4744,5
4745,Cluster 4745,2
4746,Cluster 4746,13
4747,Cluster 4747,3
4748,Cluster 4748,269
4749,Cluster 4749,1
4750,Cluster 4750,1
4751,Cluster 4751,6
4752,Cluster 4752,2
4753,Cluster 4753,1
4754,Cluster 4754,4
4755,Cluster 4755,1
4756,Cluster 4756,1
4757,Cluster 4757,1
4758,Cluster 4758,1
4759,Cluster 4759,1
4760,Cluster 4760,3
4761,Cluster 4761,1
4762,Cluster 4762,269
4763,Cluster 4763,269
4764,Cluster 4764,59
4765,Cluster 4765,92
4766,Cluster 4766,28
4767,Cluster 4767,8
4768,Cluster 4768,2
4769,Cluster 4769,14
4770,Cluster 4770,5
4771,Cluster 4771,1
4772,Cluster 4772,1
4773,Cluster 4773,4
4774,Cluster 4774,37
4775,Cluster 4775,2
4776,Cluster 4776,1
4777,Cluster 4777,13
4778,Cluster 4778,1
4779,Cluster 4779,5
4780,Cluster 4780,1
4781,Cluster 4781,8
4782,Cluster 4782,1
4783,Cluster 4783,1
4784,Cluster 4784,2
4785,Cluster 4785,6
4786,Cluster 4786,2
4787,Cluster 4787,1
4788,Cluster 4788,3
4789,Cluster 4789,62
4790,Cluster 4790,2
4791,Cluster 4791,21
4792,Cluster 4792,2
4793,Cluster 4793,269
4794,Cluster 4794,268
4795,Cluster 4795,269
4796,Cluster 4796,269
4797,Cluster 4797,54
4798,Cluster 4798,116
4799,Cluster 4799,269
4800,Cluster 4800,1
4801,Cluster 4801,1
4802,Cluster 4802,2
4803,Cluster 4803,1
4804,Cluster 4804,7
4805,Cluster 4805,2
4806,Cluster 4806,1
4807,Cluster 4807,1
4808,Cluster 4808,1
4809,Cluster 4809,37
4810,Cluster 4810,3
4811,Cluster 4811,1
4812,Cluster 4812,1
4813,Cluster 4813,1
4814,Cluster 4814,196
4815,Cluster 4815,12
4816,Cluster 4816,13
4817,Cluster 4817,6
4818,Cluster 4818,1
4819,Cluster 4819,8
4820,Cluster 4820,1
4821,Cluster 4821,9
4822,Cluster 4822,8
4823,Cluster 4823,1
4824,Cluster 4824,2
4825,Cluster 4825,10
4826,Cluster 4826,1
4827,Cluster 4827,1
4828,Cluster 4828,2
4829,Cluster 4829,1
4830,Cluster 4830,3
4831,Cluster 4831,2
4832,Cluster 4832,1
4833,Cluster 4833,269
4834,Cluster 4834,1
4835,Cluster 4835,4
4836,Cluster 4836,8
4837,Cluster 4837,1
4838,Cluster 4838,2
4839,Cluster 4839,1
4840,Cluster 4840,2
4841,Cluster 4841,1
4842,Cluster 4842,269
4843,Cluster 4843,224
4844,Cluster 4844,269
4845,Cluster 4845,1
4846,Cluster 4846,7
4847,Cluster 4847,6
4848,Cluster 4848,1
4849,Cluster 4849,2
4850,Cluster 4850,1
4851,Cluster 4851,18
4852,Cluster 4852,3
4853,Cluster 4853,1
4854,Cluster 4854,34
4855,Cluster 4855,3
4856,Cluster 4856,1
4857,Cluster 4857,1
4858,Cluster 4858,20
4859,Cluster 4859,1
4860,Cluster 4860,1
4861,Cluster 4861,1
4862,Cluster 4862,13
4863,Cluster 4863,2
4864,Cluster 4864,1
4865,Cluster 4865,1
4866,Cluster 4866,269
4867,Cluster 4867,269
4868,Cluster 4868,114
4869,Cluster 4869,49
4870,Cluster 4870,1
4871,Cluster 4871,3
4872,Cluster 4872,5
4873,Cluster 4873,2
4874,Cluster 4874,1
4875,Cluster 4875,1
4876,Cluster 4876,1
4877,Cluster 4877,269
4878,Cluster 4878,8
4879,Cluster 4879,2
4880,Cluster 4880,14
4881,Cluster 4881,1
4882,Cluster 4882,1
4883,Cluster 4883,1
4884,Cluster 4884,1
4885,Cluster 4885,1
4886,Cluster 4886,73
4887,Cluster 4887,6
4888,Cluster 4888,1
4889,Cluster 4889,1
4890,Cluster 4890,1
4891,Cluster 4891,269
4892,Cluster 4892,269
4893,Cluster 4893,39
4894,Cluster 4894,74
4895,Cluster 4895,22
4896,Cluster 4896,14
4897,Cluster 4897,21
4898,Cluster 4898,55
4899,Cluster 4899,2
4900,Cluster 4900,9
4901,Cluster 4901,1
4902,Cluster 4902,1
4903,Cluster 4903,1
4904,Cluster 4904,1
4905,Cluster 4905,2
4906,Cluster 4906,1
4907,Cluster 4907,1
4908,Cluster 4908,1
4909,Cluster 4909,1
4910,Cluster 4910,2
4911,Cluster 4911,1
4912,Cluster 4912,1
4913,Cluster 4913,1
4914,Cluster 4914,3
4915,Cluster 4915,1
4916,Cluster 4916,1
4917,Cluster 4917,1
4918,Cluster 4918,1
4919,Cluster 4919,1
4920,Cluster 4920,269
4921,Cluster 4921,269
4922,Cluster 4922,24
4923,Cluster 4923,11
4924,Cluster 4924,80
4925,Cluster 4925,194
4926,Cluster 4926,4
4927,Cluster 4927,10
4928,Cluster 4928,1
4929,Cluster 4929,1
4930,Cluster 4930,1
4931,Cluster 4931,7
4932,Cluster 4932,2
4933,Cluster 4933,3
4934,Cluster 4934,5
4935,Cluster 4935,1
4936,Cluster 4936,1
4937,Cluster 4937,1
4938,Cluster 4938,4
4939,Cluster 4939,269
4940,Cluster 4940,1
4941,Cluster 4941,12
4942,Cluster 4942,1
4943,Cluster 4943,1
4944,Cluster 4944,1
4945,Cluster 4945,3
4946,Cluster 4946,2
4947,Cluster 4947,7
4948,Cluster 4948,1
4949,Cluster 4949,1
4950,Cluster 4950,1
4951,Cluster 4951,1
4952,Cluster 4952,1
4953,Cluster 4953,269
4954,Cluster 4954,269
4955,Cluster 4955,269
4956,Cluster 4956,268
4957,Cluster 4957,269
4958,Cluster 4958,3
4959,Cluster 4959,20
4960,Cluster 4960,17
4961,Cluster 4961,240
4962,Cluster 4962,7
4963,Cluster 4963,4
4964,Cluster 4964,1
4965,Cluster 4965,8
4966,Cluster 4966,1
4967,Cluster 4967,5
4968,Cluster 4968,1
4969,Cluster 4969,1
4970,Cluster 4970,2
4971,Cluster 4971,1
4972,Cluster 4972,1
4973,Cluster 4973,1
4974,Cluster 4974,1
4975,Cluster 4975,1
4976,Cluster 4976,2
4977,Cluster 4977,1
4978,Cluster 4978,11
4979,Cluster 4979,4
4980,Cluster 4980,1
4981,Cluster 4981,1
4982,Cluster 4982,3
4983,Cluster 4983,214
4984,Cluster 4984,269
4985,Cluster 4985,269
4986,Cluster 4986,269
4987,Cluster 4987,256
4988,Cluster 4988,1
4989,Cluster 4989,5
4990,Cluster 4990,66
4991,Cluster 4991,1
4992,Cluster 4992,140
4993,Cluster 4993,1
4994,Cluster 4994,2
4995,Cluster 4995,2
4996,Cluster 4996,9
4997,Cluster 4997,1
4998,Cluster 4998,1
4999,Cluster 4999,1
5000,Cluster 5000,1
5001,Cluster 5001,11
5002,Cluster 5002,1
5003,Cluster 5003,1
5004,Cluster 5004,1
5005,Cluster 5005,1
5006,Cluster 5006,1
5007,Cluster 5007,5
5008,Cluster 5008,3
5009,Cluster 5009,1
5010,Cluster 5010,265
5011,Cluster 5011,18
5012,Cluster 5012,42
5013,Cluster 5013,2
5014,Cluster 5014,5
5015,Cluster 5015,4
5016,Cluster 5016,7
5017,Cluster 5017,27
5018,Cluster 5018,269
5019,Cluster 5019,10
5020,Cluster 5020,8
5021,Cluster 5021,34
5022,Cluster 5022,1
5023,Cluster 5023,269
5024,Cluster 5024,1
5025,Cluster 5025,1
5026,Cluster 5026,2
5027,Cluster 5027,2
5028,Cluster 5028,1
5029,Cluster 5029,1
5030,Cluster 5030,1
5031,Cluster 5031,268
5032,Cluster 5032,195
5033,Cluster 5033,82
5034,Cluster 5034,12
5035,Cluster 5035,2
5036,Cluster 5036,47
5037,Cluster 5037,25
5038,Cluster 5038,1
5039,Cluster 5039,1
5040,Cluster 5040,1
5041,Cluster 5041,3
5042,Cluster 5042,2
5043,Cluster 5043,11
5044,Cluster 5044,9
5045,Cluster 5045,1
5046,Cluster 5046,1
5047,Cluster 5047,1
5048,Cluster 5048,2
5049,Cluster 5049,12
5050,Cluster 5050,1
5051,Cluster 5051,1
5052,Cluster 5052,1
5053,Cluster 5053,269
5054,Cluster 5054,269
5055,Cluster 5055,9
5056,Cluster 5056,6
5057,Cluster 5057,12
5058,Cluster 5058,3
5059,Cluster 5059,1
5060,Cluster 5060,8
5061,Cluster 5061,1
5062,Cluster 5062,10
5063,Cluster 5063,1
5064,Cluster 5064,1
5065,Cluster 5065,1
5066,Cluster 5066,1
5067,Cluster 5067,1
5068,Cluster 5068,2
5069,Cluster 5069,5
5070,Cluster 5070,1
5071,Cluster 5071,2
5072,Cluster 5072,1
5073,Cluster 5073,3
5074,Cluster 5074,3
5075,Cluster 5075,3
5076,Cluster 5076,11
5077,Cluster 5077,269
5078,Cluster 5078,269
5079,Cluster 5079,269
5080,Cluster 5080,1
5081,Cluster 5081,112
5082,Cluster 5082,64
5083,Cluster 5083,18
5084,Cluster 5084,6
5085,Cluster 5085,1
5086,Cluster 5086,1
5087,Cluster 5087,1
5088,Cluster 5088,1
5089,Cluster 5089,2
5090,Cluster 5090,3
5091,Cluster 5091,7
5092,Cluster 5092,3
5093,Cluster 5093,2
5094,Cluster 5094,7
5095,Cluster 5095,1
5096,Cluster 5096,1
5097,Cluster 5097,10
5098,Cluster 5098,2
5099,Cluster 5099,1
5100,Cluster 5100,1
5101,Cluster 5101,1
5102,Cluster 5102,1
5103,Cluster 5103,1
5104,Cluster 5104,1
5105,Cluster 5105,1
5106,Cluster 5106,1
5107,Cluster 5107,1
5108,Cluster 5108,254
5109,Cluster 5109,267
5110,Cluster 5110,267
5111,Cluster 5111,269
5112,Cluster 5112,16
5113,Cluster 5113,264
5114,Cluster 5114,6
5115,Cluster 5115,9
5116,Cluster 5116,9
5117,Cluster 5117,1
5118,Cluster 5118,2
5119,Cluster 5119,3
5120,Cluster 5120,1
5121,Cluster 5121,1
5122,Cluster 5122,1
5123,Cluster 5123,1
5124,Cluster 5124,1
5125,Cluster 5125,2
5126,Cluster 5126,2
5127,Cluster 5127,2
5128,Cluster 5128,5
5129,Cluster 5129,1
5130,Cluster 5130,3
5131,Cluster 5131,5
5132,Cluster 5132,1
5133,Cluster 5133,1
5134,Cluster 5134,1
5135,Cluster 5135,19
5136,Cluster 5136,1
5137,Cluster 5137,1
5138,Cluster 5138,1
5139,Cluster 5139,269
5140,Cluster 5140,269
5141,Cluster 5141,5
5142,Cluster 5142,3
5143,Cluster 5143,57
5144,Cluster 5144,7
5145,Cluster 5145,3
5146,Cluster 5146,1
5147,Cluster 5147,3
5148,Cluster 5148,1
5149,Cluster 5149,1
5150,Cluster 5150,3
5151,Cluster 5151,2
5152,Cluster 5152,19
5153,Cluster 5153,1
5154,Cluster 5154,4
5155,Cluster 5155,1
5156,Cluster 5156,2
5157,Cluster 5157,6
5158,Cluster 5158,1
5159,Cluster 5159,16
5160,Cluster 5160,2
5161,Cluster 5161,1
5162,Cluster 5162,1
5163,Cluster 5163,269
5164,Cluster 5164,269
5165,Cluster 5165,269
5166,Cluster 5166,1
5167,Cluster 5167,6
5168,Cluster 5168,4
5169,Cluster 5169,1
5170,Cluster 5170,1
5171,Cluster 5171,1
5172,Cluster 5172,2
5173,Cluster 5173,2
5174,Cluster 5174,1
5175,Cluster 5175,1
5176,Cluster 5176,19
5177,Cluster 5177,5
5178,Cluster 5178,3
5179,Cluster 5179,11
5180,Cluster 5180,268
5181,Cluster 5181,102
5182,Cluster 5182,28
5183,Cluster 5183,6
5184,Cluster 5184,1
5185,Cluster 5185,6
5186,Cluster 5186,11
5187,Cluster 5187,1
5188,Cluster 5188,4
5189,Cluster 5189,119
5190,Cluster 5190,1
5191,Cluster 5191,1
5192,Cluster 5192,2
5193,Cluster 5193,1
5194,Cluster 5194,1
5195,Cluster 5195,2
5196,Cluster 5196,2
5197,Cluster 5197,2
5198,Cluster 5198,1
5199,Cluster 5199,2
5200,Cluster 5200,2
5201,Cluster 5201,1
5202,Cluster 5202,261
5203,Cluster 5203,269
5204,Cluster 5204,8
5205,Cluster 5205,2
5206,Cluster 5206,3
5207,Cluster 5207,1
5208,Cluster 5208,1
5209,Cluster 5209,65
5210,Cluster 5210,2
5211,Cluster 5211,1
5212,Cluster 5212,2
5213,Cluster 5213,2
5214,Cluster 5214,2
5215,Cluster 5215,1
5216,Cluster 5216,1
5217,Cluster 5217,2
5218,Cluster 5218,1
5219,Cluster 5219,2
5220,Cluster 5220,2
5221,Cluster 5221,73
5222,Cluster 5222,195
5223,Cluster 5223,7
5224,Cluster 5224,114
5225,Cluster 5225,27
5226,Cluster 5226,1
5227,Cluster 5227,1
5228,Cluster 5228,27
5229,Cluster 5229,269
5230,Cluster 5230,16
5231,Cluster 5231,99
5232,Cluster 5232,6
5233,Cluster 5233,1
5234,Cluster 5234,1
5235,Cluster 5235,1
5236,Cluster 5236,1
5237,Cluster 5237,2
5238,Cluster 5238,1
5239,Cluster 5239,8
5240,Cluster 5240,1
5241,Cluster 5241,1
5242,Cluster 5242,268
5243,Cluster 5243,269
5244,Cluster 5244,115
5245,Cluster 5245,2
5246,Cluster 5246,1
5247,Cluster 5247,2
5248,Cluster 5248,4
5249,Cluster 5249,1
5250,Cluster 5250,12
5251,Cluster 5251,11
5252,Cluster 5252,7
5253,Cluster 5253,2
5254,Cluster 5254,1
5255,Cluster 5255,1
5256,Cluster 5256,1
5257,Cluster 5257,65
5258,Cluster 5258,10
5259,Cluster 5259,1
5260,Cluster 5260,2
5261,Cluster 5261,213
5262,Cluster 5262,1
5263,Cluster 5263,1
5264,Cluster 5264,1
5265,Cluster 5265,2
5266,Cluster 5266,1
5267,Cluster 5267,55
5268,Cluster 5268,2
5269,Cluster 5269,260
5270,Cluster 5270,268
5271,Cluster 5271,239
5272,Cluster 5272,268
5273,Cluster 5273,9
5274,Cluster 5274,3
5275,Cluster 5275,1
5276,Cluster 5276,1
5277,Cluster 5277,12
5278,Cluster 5278,65
5279,Cluster 5279,1
5280,Cluster 5280,9
5281,Cluster 5281,1
5282,Cluster 5282,1
5283,Cluster 5283,1
5284,Cluster 5284,1
5285,Cluster 5285,3
5286,Cluster 5286,2
5287,Cluster 5287,1
5288,Cluster 5288,1
5289,Cluster 5289,1
5290,Cluster 5290,1
5291,Cluster 5291,1
5292,Cluster 5292,2
5293,Cluster 5293,1
5294,Cluster 5294,12
5295,Cluster 5295,269
5296,Cluster 5296,269
5297,Cluster 5297,18
5298,Cluster 5298,18
5299,Cluster 5299,116
5300,Cluster 5300,2
5301,Cluster 5301,33
5302,Cluster 5302,28
5303,Cluster 5303,8
5304,Cluster 5304,1
5305,Cluster 5305,14
5306,Cluster 5306,4
5307,Cluster 5307,48
5308,Cluster 5308,13
5309,Cluster 5309,6
5310,Cluster 5310,7
5311,Cluster 5311,6
5312,Cluster 5312,3
5313,Cluster 5313,1
5314,Cluster 5314,5
5315,Cluster 5315,1
5316,Cluster 5316,1
5317,Cluster 5317,1
5318,Cluster 5318,2
5319,Cluster 5319,1
5320,Cluster 5320,269
5321,Cluster 5321,1
5322,Cluster 5322,269
5323,Cluster 5323,4
5324,Cluster 5324,1
5325,Cluster 5325,13
5326,Cluster 5326,13
5327,Cluster 5327,269
5328,Cluster 5328,1
5329,Cluster 5329,1
5330,Cluster 5330,1
5331,Cluster 5331,1
5332,Cluster 5332,5
5333,Cluster 5333,8
5334,Cluster 5334,2
5335,Cluster 5335,1
5336,Cluster 5336,1
5337,Cluster 5337,2
5338,Cluster 5338,5
5339,Cluster 5339,2
5340,Cluster 5340,4
5341,Cluster 5341,5
5342,Cluster 5342,1
5343,Cluster 5343,1
5344,Cluster 5344,1
5345,Cluster 5345,269
5346,Cluster 5346,269
5347,Cluster 5347,269
5348,Cluster 5348,8
5349,Cluster 5349,2
5350,Cluster 5350,8
5351,Cluster 5351,9
5352,Cluster 5352,19
5353,Cluster 5353,10
5354,Cluster 5354,1
5355,Cluster 5355,9
5356,Cluster 5356,1
5357,Cluster 5357,1
5358,Cluster 5358,1
5359,Cluster 5359,2
5360,Cluster 5360,1
5361,Cluster 5361,4
5362,Cluster 5362,3
5363,Cluster 5363,1
5364,Cluster 5364,1
5365,Cluster 5365,17
5366,Cluster 5366,1
5367,Cluster 5367,3
5368,Cluster 5368,4
5369,Cluster 5369,1
5370,Cluster 5370,2
5371,Cluster 5371,255
5372,Cluster 5372,269
5373,Cluster 5373,268
5374,Cluster 5374,269
5375,Cluster 5375,269
5376,Cluster 5376,16
5377,Cluster 5377,21
5378,Cluster 5378,116
5379,Cluster 5379,1
5380,Cluster 5380,31
5381,Cluster 5381,10
5382,Cluster 5382,1
5383,Cluster 5383,1
5384,Cluster 5384,1
5385,Cluster 5385,1
5386,Cluster 5386,30
5387,Cluster 5387,1
5388,Cluster 5388,10
5389,Cluster 5389,1
5390,Cluster 5390,1
5391,Cluster 5391,1
5392,Cluster 5392,4
5393,Cluster 5393,1
5394,Cluster 5394,1
5395,Cluster 5395,1
5396,Cluster 5396,1
5397,Cluster 5397,2
5398,Cluster 5398,2
5399,Cluster 5399,1
5400,Cluster 5400,1
5401,Cluster 5401,1
5402,Cluster 5402,153
5403,Cluster 5403,1
5404,Cluster 5404,65
5405,Cluster 5405,6
5406,Cluster 5406,1
5407,Cluster 5407,2
5408,Cluster 5408,5
5409,Cluster 5409,2
5410,Cluster 5410,3
5411,Cluster 5411,1
5412,Cluster 5412,1
5413,Cluster 5413,3
5414,Cluster 5414,4
5415,Cluster 5415,1
5416,Cluster 5416,2
5417,Cluster 5417,2
5418,Cluster 5418,10
5419,Cluster 5419,1
5420,Cluster 5420,1
5421,Cluster 5421,1
5422,Cluster 5422,64
5423,Cluster 5423,1
5424,Cluster 5424,1
5425,Cluster 5425,5
5426,Cluster 5426,1
5427,Cluster 5427,1
5428,Cluster 5428,269
5429,Cluster 5429,269
5430,Cluster 5430,5
5431,Cluster 5431,7
5432,Cluster 5432,3
5433,Cluster 5433,1
5434,Cluster 5434,4
5435,Cluster 5435,1
5436,Cluster 5436,13
5437,Cluster 5437,24
5438,Cluster 5438,11
5439,Cluster 5439,8
5440,Cluster 5440,1
5441,Cluster 5441,1
5442,Cluster 5442,1
5443,Cluster 5443,8
5444,Cluster 5444,5
5445,Cluster 5445,1
5446,Cluster 5446,1
5447,Cluster 5447,211
5448,Cluster 5448,101
5449,Cluster 5449,15
5450,Cluster 5450,61
5451,Cluster 5451,3
5452,Cluster 5452,10
5453,Cluster 5453,6
5454,Cluster 5454,16
5455,Cluster 5455,34
5456,Cluster 5456,6
5457,Cluster 5457,13
5458,Cluster 5458,5
5459,Cluster 5459,2
5460,Cluster 5460,1
5461,Cluster 5461,6
5462,Cluster 5462,1
5463,Cluster 5463,10
5464,Cluster 5464,1
5465,Cluster 5465,2
5466,Cluster 5466,7
5467,Cluster 5467,3
5468,Cluster 5468,1
5469,Cluster 5469,2
5470,Cluster 5470,1
5471,Cluster 5471,21
5472,Cluster 5472,1
5473,Cluster 5473,3
5474,Cluster 5474,1
5475,Cluster 5475,1
5476,Cluster 5476,13
5477,Cluster 5477,268
5478,Cluster 5478,269
5479,Cluster 5479,239
5480,Cluster 5480,6
5481,Cluster 5481,104
5482,Cluster 5482,37
5483,Cluster 5483,52
5484,Cluster 5484,49
5485,Cluster 5485,7
5486,Cluster 5486,2
5487,Cluster 5487,2
5488,Cluster 5488,1
5489,Cluster 5489,2
5490,Cluster 5490,1
5491,Cluster 5491,1
5492,Cluster 5492,2
5493,Cluster 5493,5
5494,Cluster 5494,1
5495,Cluster 5495,5
5496,Cluster 5496,1
5497,Cluster 5497,1
5498,Cluster 5498,1
5499,Cluster 5499,269
5500,Cluster 5500,269
5501,Cluster 5501,116
5502,Cluster 5502,40
5503,Cluster 5503,28
5504,Cluster 5504,19
5505,Cluster 5505,4
5506,Cluster 5506,2
5507,Cluster 5507,4
5508,Cluster 5508,4
5509,Cluster 5509,3
5510,Cluster 5510,4
5511,Cluster 5511,1
5512,Cluster 5512,1
5513,Cluster 5513,1
5514,Cluster 5514,2
5515,Cluster 5515,1
5516,Cluster 5516,3
5517,Cluster 5517,1
5518,Cluster 5518,1
5519,Cluster 5519,4
5520,Cluster 5520,1
5521,Cluster 5521,1
5522,Cluster 5522,1
5523,Cluster 5523,1
5524,Cluster 5524,158
5525,Cluster 5525,102
5526,Cluster 5526,193
5527,Cluster 5527,269
5528,Cluster 5528,268
5529,Cluster 5529,269
5530,Cluster 5530,115
5531,Cluster 5531,88
5532,Cluster 5532,7
