, ,Number of genomes,gene_class
989,Cluster 989,1,unique
990,Cluster 990,1796,accessory
991,Cluster 991,1,unique
992,Cluster 992,1968,core
993,Cluster 993,15,unique
994,Cluster 994,26,unique
995,Cluster 995,1,unique
996,Cluster 996,11,unique
997,Cluster 997,4,unique
998,Cluster 998,2,unique
999,Cluster 999,143,unique
1000,Cluster 1000,343,accessory
1001,Cluster 1001,200,accessory
1002,Cluster 1002,2,unique
1003,Cluster 1003,6,unique
1004,Cluster 1004,6,unique
1005,Cluster 1005,3,unique
1006,Cluster 1006,73,unique
1007,Cluster 1007,16,unique
1008,Cluster 1008,9,unique
1009,Cluster 1009,1,unique
1010,Cluster 1010,29,unique
1011,Cluster 1011,576,accessory
1012,Cluster 1012,19,unique
1013,Cluster 1013,4,unique
1014,Cluster 1014,2,unique
1015,Cluster 1015,2,unique
1016,Cluster 1016,16,unique
1017,Cluster 1017,2,unique
1018,Cluster 1018,1,unique
1019,Cluster 1019,1,unique
1020,Cluster 1020,22,unique
1021,Cluster 1021,1,unique
1022,Cluster 1022,23,unique
1023,Cluster 1023,1,unique
1024,Cluster 1024,3,unique
1025,Cluster 1025,5,unique
1026,Cluster 1026,15,unique
1027,Cluster 1027,217,accessory
1028,Cluster 1028,535,accessory
1029,Cluster 1029,1,unique
1030,Cluster 1030,24,unique
1031,Cluster 1031,1,unique
1032,Cluster 1032,246,accessory
1033,Cluster 1033,1,unique
1034,Cluster 1034,34,unique
1035,Cluster 1035,1,unique
1036,Cluster 1036,1,unique
1037,Cluster 1037,20,unique
1038,Cluster 1038,5,unique
1039,Cluster 1039,4,unique
1040,Cluster 1040,1,unique
1041,Cluster 1041,1,unique
1042,Cluster 1042,68,unique
1043,Cluster 1043,3,unique
1044,Cluster 1044,1,unique
1045,Cluster 1045,1,unique
1046,Cluster 1046,1,unique
1047,Cluster 1047,5,unique
1048,Cluster 1048,1,unique
1049,Cluster 1049,114,unique
1050,Cluster 1050,1,unique
1051,Cluster 1051,5,unique
1052,Cluster 1052,11,unique
1053,Cluster 1053,1,unique
1054,Cluster 1054,3,unique
1055,Cluster 1055,3,unique
1056,Cluster 1056,41,unique
1057,Cluster 1057,1,unique
1058,Cluster 1058,5,unique
1059,Cluster 1059,1,unique
1060,Cluster 1060,16,unique
1061,Cluster 1061,5,unique
1062,Cluster 1062,108,unique
1063,Cluster 1063,13,unique
1064,Cluster 1064,1859,accessory
1065,Cluster 1065,16,unique
1066,Cluster 1066,11,unique
1067,Cluster 1067,20,unique
1068,Cluster 1068,114,unique
1069,Cluster 1069,5,unique
1070,Cluster 1070,1,unique
1071,Cluster 1071,2,unique
1072,Cluster 1072,1,unique
1073,Cluster 1073,12,unique
1074,Cluster 1074,7,unique
1075,Cluster 1075,60,unique
1076,Cluster 1076,2,unique
1077,Cluster 1077,1,unique
1078,Cluster 1078,1,unique
1079,Cluster 1079,208,accessory
1080,Cluster 1080,1,unique
1081,Cluster 1081,2,unique
1082,Cluster 1082,1,unique
1083,Cluster 1083,1,unique
1084,Cluster 1084,28,unique
1085,Cluster 1085,279,accessory
1086,Cluster 1086,290,accessory
1087,Cluster 1087,232,accessory
1088,Cluster 1088,1,unique
1089,Cluster 1089,1,unique
1090,Cluster 1090,1,unique
1091,Cluster 1091,1,unique
1092,Cluster 1092,1,unique
1093,Cluster 1093,1,unique
1094,Cluster 1094,1,unique
1095,Cluster 1095,2,unique
1096,Cluster 1096,1,unique
1097,Cluster 1097,1,unique
1098,Cluster 1098,9,unique
1099,Cluster 1099,2,unique
1100,Cluster 1100,289,accessory
1101,Cluster 1101,2,unique
1102,Cluster 1102,4,unique
1103,Cluster 1103,2,unique
1104,Cluster 1104,4,unique
1105,Cluster 1105,1,unique
1106,Cluster 1106,4,unique
1107,Cluster 1107,2,unique
1108,Cluster 1108,6,unique
1109,Cluster 1109,59,unique
1110,Cluster 1110,1,unique
1111,Cluster 1111,9,unique
1112,Cluster 1112,1,unique
1113,Cluster 1113,23,unique
1114,Cluster 1114,7,unique
1115,Cluster 1115,188,accessory
1116,Cluster 1116,19,unique
1117,Cluster 1117,5,unique
1118,Cluster 1118,5,unique
1119,Cluster 1119,2,unique
1120,Cluster 1120,1970,core
1121,Cluster 1121,39,unique
1122,Cluster 1122,1,unique
1123,Cluster 1123,1,unique
1124,Cluster 1124,599,accessory
1125,Cluster 1125,16,unique
1126,Cluster 1126,20,unique
1127,Cluster 1127,9,unique
1128,Cluster 1128,3,unique
1129,Cluster 1129,478,accessory
1130,Cluster 1130,1,unique
1131,Cluster 1131,1968,core
1132,Cluster 1132,1,unique
1133,Cluster 1133,30,unique
1134,Cluster 1134,39,unique
1135,Cluster 1135,16,unique
1136,Cluster 1136,3,unique
1137,Cluster 1137,1,unique
1138,Cluster 1138,15,unique
1139,Cluster 1139,2,unique
1140,Cluster 1140,4,unique
1141,Cluster 1141,3,unique
1142,Cluster 1142,1970,core
1143,Cluster 1143,2,unique
1144,Cluster 1144,1,unique
1145,Cluster 1145,1,unique
1146,Cluster 1146,1,unique
1147,Cluster 1147,1918,accessory
1148,Cluster 1148,27,unique
1149,Cluster 1149,1,unique
1150,Cluster 1150,16,unique
1151,Cluster 1151,6,unique
1152,Cluster 1152,7,unique
1153,Cluster 1153,8,unique
1154,Cluster 1154,2,unique
1155,Cluster 1155,25,unique
1156,Cluster 1156,21,unique
1157,Cluster 1157,1,unique
1158,Cluster 1158,59,unique
1159,Cluster 1159,8,unique
1160,Cluster 1160,13,unique
1161,Cluster 1161,2,unique
1162,Cluster 1162,1,unique
1163,Cluster 1163,1970,core
1164,Cluster 1164,3,unique
1165,Cluster 1165,1970,core
1166,Cluster 1166,147,unique
1167,Cluster 1167,52,unique
1168,Cluster 1168,15,unique
1169,Cluster 1169,428,accessory
1170,Cluster 1170,5,unique
1171,Cluster 1171,7,unique
1172,Cluster 1172,3,unique
1173,Cluster 1173,1962,core
1174,Cluster 1174,4,unique
1175,Cluster 1175,14,unique
1176,Cluster 1176,28,unique
1177,Cluster 1177,78,unique
1178,Cluster 1178,4,unique
1179,Cluster 1179,320,accessory
1180,Cluster 1180,3,unique
1181,Cluster 1181,94,unique
1182,Cluster 1182,123,unique
1183,Cluster 1183,1211,accessory
1184,Cluster 1184,4,unique
1185,Cluster 1185,15,unique
1186,Cluster 1186,13,unique
1187,Cluster 1187,145,unique
1188,Cluster 1188,8,unique
1189,Cluster 1189,1,unique
1190,Cluster 1190,46,unique
1191,Cluster 1191,1,unique
1192,Cluster 1192,1970,core
1193,Cluster 1193,96,unique
1194,Cluster 1194,60,unique
1195,Cluster 1195,2,unique
1196,Cluster 1196,1,unique
1197,Cluster 1197,1,unique
1198,Cluster 1198,22,unique
1199,Cluster 1199,3,unique
1200,Cluster 1200,1,unique
1201,Cluster 1201,1,unique
1202,Cluster 1202,1,unique
1203,Cluster 1203,1,unique
1204,Cluster 1204,2,unique
1205,Cluster 1205,2,unique
1206,Cluster 1206,1,unique
1207,Cluster 1207,1,unique
1208,Cluster 1208,3,unique
1209,Cluster 1209,1969,core
1210,Cluster 1210,6,unique
1211,Cluster 1211,1,unique
1212,Cluster 1212,1,unique
1213,Cluster 1213,1,unique
1214,Cluster 1214,49,unique
1215,Cluster 1215,1,unique
1216,Cluster 1216,1,unique
1217,Cluster 1217,5,unique
1218,Cluster 1218,1,unique
1219,Cluster 1219,7,unique
1220,Cluster 1220,1,unique
1221,Cluster 1221,9,unique
1222,Cluster 1222,11,unique
1223,Cluster 1223,3,unique
1224,Cluster 1224,5,unique
1225,Cluster 1225,1970,core
1226,Cluster 1226,11,unique
1227,Cluster 1227,566,accessory
1228,Cluster 1228,2,unique
1229,Cluster 1229,3,unique
1230,Cluster 1230,1,unique
1231,Cluster 1231,5,unique
1232,Cluster 1232,1,unique
1233,Cluster 1233,4,unique
1234,Cluster 1234,2,unique
1235,Cluster 1235,1,unique
1236,Cluster 1236,53,unique
1237,Cluster 1237,2,unique
1238,Cluster 1238,1,unique
1239,Cluster 1239,1,unique
1240,Cluster 1240,2,unique
1241,Cluster 1241,4,unique
1242,Cluster 1242,1338,accessory
1243,Cluster 1243,1970,core
1244,Cluster 1244,8,unique
1245,Cluster 1245,34,unique
1246,Cluster 1246,2,unique
1247,Cluster 1247,853,accessory
1248,Cluster 1248,8,unique
1249,Cluster 1249,16,unique
1250,Cluster 1250,1,unique
1251,Cluster 1251,1,unique
1252,Cluster 1252,1,unique
1253,Cluster 1253,3,unique
1254,Cluster 1254,1,unique
1255,Cluster 1255,55,unique
1256,Cluster 1256,4,unique
1257,Cluster 1257,1,unique
1258,Cluster 1258,5,unique
1259,Cluster 1259,2,unique
1260,Cluster 1260,4,unique
1261,Cluster 1261,2,unique
1262,Cluster 1262,1,unique
1263,Cluster 1263,23,unique
1264,Cluster 1264,1,unique
1265,Cluster 1265,5,unique
1266,Cluster 1266,1,unique
1267,Cluster 1267,1,unique
1268,Cluster 1268,1,unique
1269,Cluster 1269,56,unique
1270,Cluster 1270,182,accessory
1271,Cluster 1271,1,unique
1272,Cluster 1272,5,unique
1273,Cluster 1273,88,unique
1274,Cluster 1274,2,unique
1275,Cluster 1275,11,unique
1276,Cluster 1276,1,unique
1277,Cluster 1277,1,unique
1278,Cluster 1278,1968,core
1279,Cluster 1279,1940,accessory
1280,Cluster 1280,17,unique
1281,Cluster 1281,10,unique
1282,Cluster 1282,88,unique
1283,Cluster 1283,17,unique
1284,Cluster 1284,129,unique
1285,Cluster 1285,4,unique
1286,Cluster 1286,19,unique
1287,Cluster 1287,7,unique
1288,Cluster 1288,1847,accessory
1289,Cluster 1289,3,unique
1290,Cluster 1290,4,unique
1291,Cluster 1291,2,unique
1292,Cluster 1292,148,unique
1293,Cluster 1293,1,unique
1294,Cluster 1294,1,unique
1295,Cluster 1295,58,unique
1296,Cluster 1296,65,unique
1297,Cluster 1297,612,accessory
1298,Cluster 1298,5,unique
1299,Cluster 1299,1,unique
1300,Cluster 1300,5,unique
1301,Cluster 1301,1184,accessory
1302,Cluster 1302,1951,core
1303,Cluster 1303,1,unique
1304,Cluster 1304,115,unique
1305,Cluster 1305,2,unique
1306,Cluster 1306,1,unique
1307,Cluster 1307,1,unique
1308,Cluster 1308,32,unique
1309,Cluster 1309,15,unique
1310,Cluster 1310,1,unique
1311,Cluster 1311,1,unique
1312,Cluster 1312,1,unique
1313,Cluster 1313,1,unique
1314,Cluster 1314,7,unique
1315,Cluster 1315,3,unique
1316,Cluster 1316,5,unique
1317,Cluster 1317,1426,accessory
1318,Cluster 1318,4,unique
1319,Cluster 1319,1,unique
1320,Cluster 1320,4,unique
1321,Cluster 1321,1967,core
1322,Cluster 1322,1,unique
1323,Cluster 1323,1,unique
1324,Cluster 1324,525,accessory
1325,Cluster 1325,24,unique
1326,Cluster 1326,5,unique
1327,Cluster 1327,1,unique
1328,Cluster 1328,1885,accessory
1329,Cluster 1329,3,unique
1330,Cluster 1330,1,unique
1331,Cluster 1331,1,unique
1332,Cluster 1332,2,unique
1333,Cluster 1333,7,unique
1334,Cluster 1334,4,unique
1335,Cluster 1335,4,unique
1336,Cluster 1336,12,unique
1337,Cluster 1337,1,unique
1338,Cluster 1338,2,unique
1339,Cluster 1339,3,unique
1340,Cluster 1340,1970,core
1341,Cluster 1341,7,unique
1342,Cluster 1342,2,unique
1343,Cluster 1343,1,unique
1344,Cluster 1344,3,unique
1345,Cluster 1345,1,unique
1346,Cluster 1346,30,unique
1347,Cluster 1347,218,accessory
1348,Cluster 1348,9,unique
1349,Cluster 1349,24,unique
1350,Cluster 1350,1,unique
1351,Cluster 1351,2,unique
1352,Cluster 1352,2,unique
1353,Cluster 1353,102,unique
1354,Cluster 1354,1,unique
1355,Cluster 1355,1,unique
1356,Cluster 1356,1,unique
1357,Cluster 1357,1,unique
1358,Cluster 1358,1966,core
1359,Cluster 1359,1969,core
1360,Cluster 1360,1970,core
1361,Cluster 1361,1954,core
1362,Cluster 1362,2,unique
1363,Cluster 1363,1,unique
1364,Cluster 1364,1,unique
1365,Cluster 1365,1,unique
1366,Cluster 1366,6,unique
1367,Cluster 1367,1,unique
1368,Cluster 1368,1968,core
1369,Cluster 1369,1968,core
1370,Cluster 1370,111,unique
1371,Cluster 1371,2,unique
1372,Cluster 1372,54,unique
1373,Cluster 1373,17,unique
1374,Cluster 1374,43,unique
1375,Cluster 1375,34,unique
1376,Cluster 1376,3,unique
1377,Cluster 1377,22,unique
1378,Cluster 1378,3,unique
1379,Cluster 1379,1,unique
1380,Cluster 1380,3,unique
1381,Cluster 1381,302,accessory
1382,Cluster 1382,2,unique
1383,Cluster 1383,1960,core
1384,Cluster 1384,1,unique
1385,Cluster 1385,5,unique
1386,Cluster 1386,10,unique
1387,Cluster 1387,8,unique
1388,Cluster 1388,439,accessory
1389,Cluster 1389,1,unique
1390,Cluster 1390,1,unique
1391,Cluster 1391,3,unique
1392,Cluster 1392,1966,core
1393,Cluster 1393,16,unique
1394,Cluster 1394,12,unique
1395,Cluster 1395,52,unique
1396,Cluster 1396,7,unique
1397,Cluster 1397,5,unique
1398,Cluster 1398,1,unique
1399,Cluster 1399,370,accessory
1400,Cluster 1400,1967,core
1401,Cluster 1401,1962,core
1402,Cluster 1402,14,unique
1403,Cluster 1403,1,unique
1404,Cluster 1404,2,unique
1405,Cluster 1405,1970,core
1406,Cluster 1406,226,accessory
1407,Cluster 1407,1906,accessory
1408,Cluster 1408,9,unique
1409,Cluster 1409,5,unique
1410,Cluster 1410,1081,accessory
1411,Cluster 1411,2,unique
1412,Cluster 1412,1970,core
1413,Cluster 1413,88,unique
1414,Cluster 1414,5,unique
1415,Cluster 1415,2,unique
1416,Cluster 1416,87,unique
1417,Cluster 1417,1,unique
1418,Cluster 1418,415,accessory
1419,Cluster 1419,3,unique
1420,Cluster 1420,4,unique
1421,Cluster 1421,1,unique
1422,Cluster 1422,102,unique
1423,Cluster 1423,1,unique
1424,Cluster 1424,1,unique
1425,Cluster 1425,78,unique
1426,Cluster 1426,1,unique
1427,Cluster 1427,1970,core
1428,Cluster 1428,47,unique
1429,Cluster 1429,25,unique
1430,Cluster 1430,24,unique
1431,Cluster 1431,1,unique
1432,Cluster 1432,1,unique
1433,Cluster 1433,3,unique
1434,Cluster 1434,1,unique
1435,Cluster 1435,354,accessory
1436,Cluster 1436,7,unique
1437,Cluster 1437,109,unique
1438,Cluster 1438,2,unique
1439,Cluster 1439,1614,accessory
1440,Cluster 1440,1,unique
1441,Cluster 1441,1,unique
1442,Cluster 1442,2,unique
1443,Cluster 1443,23,unique
1444,Cluster 1444,74,unique
1445,Cluster 1445,4,unique
1446,Cluster 1446,2,unique
1447,Cluster 1447,73,unique
1448,Cluster 1448,2,unique
1449,Cluster 1449,11,unique
1450,Cluster 1450,16,unique
1451,Cluster 1451,14,unique
1452,Cluster 1452,3,unique
1453,Cluster 1453,8,unique
1454,Cluster 1454,1,unique
1455,Cluster 1455,1,unique
1456,Cluster 1456,1,unique
1457,Cluster 1457,1962,core
1458,Cluster 1458,1157,accessory
1459,Cluster 1459,3,unique
1460,Cluster 1460,44,unique
1461,Cluster 1461,1,unique
1462,Cluster 1462,408,accessory
1463,Cluster 1463,1,unique
1464,Cluster 1464,6,unique
1465,Cluster 1465,1,unique
1466,Cluster 1466,10,unique
1467,Cluster 1467,16,unique
1468,Cluster 1468,15,unique
1469,Cluster 1469,7,unique
1470,Cluster 1470,1969,core
1471,Cluster 1471,4,unique
1472,Cluster 1472,3,unique
1473,Cluster 1473,259,accessory
1474,Cluster 1474,1,unique
1475,Cluster 1475,5,unique
1476,Cluster 1476,7,unique
1477,Cluster 1477,1970,core
1478,Cluster 1478,39,unique
1479,Cluster 1479,32,unique
1480,Cluster 1480,2,unique
1481,Cluster 1481,1,unique
1482,Cluster 1482,3,unique
1483,Cluster 1483,373,accessory
1484,Cluster 1484,1968,core
1485,Cluster 1485,450,accessory
1486,Cluster 1486,15,unique
1487,Cluster 1487,18,unique
1488,Cluster 1488,4,unique
1489,Cluster 1489,1,unique
1490,Cluster 1490,1,unique
1491,Cluster 1491,3,unique
1492,Cluster 1492,1970,core
1493,Cluster 1493,1159,accessory
1494,Cluster 1494,19,unique
1495,Cluster 1495,3,unique
1496,Cluster 1496,1,unique
1497,Cluster 1497,1,unique
1498,Cluster 1498,56,unique
1499,Cluster 1499,4,unique
1500,Cluster 1500,23,unique
1501,Cluster 1501,1,unique
1502,Cluster 1502,29,unique
1503,Cluster 1503,41,unique
1504,Cluster 1504,218,accessory
1505,Cluster 1505,5,unique
1506,Cluster 1506,6,unique
1507,Cluster 1507,1,unique
1508,Cluster 1508,120,unique
1509,Cluster 1509,28,unique
1510,Cluster 1510,1,unique
1511,Cluster 1511,1,unique
1512,Cluster 1512,4,unique
1513,Cluster 1513,21,unique
1514,Cluster 1514,1967,core
1515,Cluster 1515,1970,core
1516,Cluster 1516,18,unique
1517,Cluster 1517,224,accessory
1518,Cluster 1518,1,unique
1519,Cluster 1519,1267,accessory
1520,Cluster 1520,2,unique
1521,Cluster 1521,1,unique
1522,Cluster 1522,1,unique
1523,Cluster 1523,715,accessory
1524,Cluster 1524,151,unique
1525,Cluster 1525,4,unique
1526,Cluster 1526,204,accessory
1527,Cluster 1527,1,unique
1528,Cluster 1528,1603,accessory
1529,Cluster 1529,12,unique
1530,Cluster 1530,2,unique
1531,Cluster 1531,5,unique
1532,Cluster 1532,55,unique
1533,Cluster 1533,1,unique
1534,Cluster 1534,1,unique
1535,Cluster 1535,1,unique
1536,Cluster 1536,1,unique
1537,Cluster 1537,2,unique
1538,Cluster 1538,581,accessory
1539,Cluster 1539,2,unique
1540,Cluster 1540,12,unique
1541,Cluster 1541,58,unique
1542,Cluster 1542,575,accessory
1543,Cluster 1543,15,unique
1544,Cluster 1544,35,unique
1545,Cluster 1545,2,unique
1546,Cluster 1546,1,unique
1547,Cluster 1547,1967,core
1548,Cluster 1548,194,accessory
1549,Cluster 1549,1,unique
1550,Cluster 1550,9,unique
1551,Cluster 1551,5,unique
1552,Cluster 1552,1,unique
1553,Cluster 1553,935,accessory
1554,Cluster 1554,1,unique
1555,Cluster 1555,1,unique
1556,Cluster 1556,15,unique
1557,Cluster 1557,667,accessory
1558,Cluster 1558,1,unique
1559,Cluster 1559,28,unique
1560,Cluster 1560,22,unique
1561,Cluster 1561,2,unique
1562,Cluster 1562,1,unique
1563,Cluster 1563,1,unique
1564,Cluster 1564,1,unique
1565,Cluster 1565,1,unique
1566,Cluster 1566,2,unique
1567,Cluster 1567,3,unique
1568,Cluster 1568,413,accessory
1569,Cluster 1569,27,unique
1570,Cluster 1570,1,unique
1571,Cluster 1571,63,unique
1572,Cluster 1572,1,unique
1573,Cluster 1573,3,unique
1574,Cluster 1574,245,accessory
1575,Cluster 1575,5,unique
1576,Cluster 1576,1,unique
1577,Cluster 1577,1,unique
1578,Cluster 1578,1,unique
1579,Cluster 1579,1,unique
1580,Cluster 1580,1,unique
1581,Cluster 1581,27,unique
1582,Cluster 1582,1,unique
1583,Cluster 1583,7,unique
1584,Cluster 1584,1,unique
1585,Cluster 1585,4,unique
1586,Cluster 1586,1,unique
1587,Cluster 1587,1,unique
1588,Cluster 1588,2,unique
1589,Cluster 1589,2,unique
1590,Cluster 1590,5,unique
1591,Cluster 1591,1967,core
1592,Cluster 1592,1,unique
1593,Cluster 1593,1,unique
1594,Cluster 1594,2,unique
1595,Cluster 1595,58,unique
1596,Cluster 1596,2,unique
1597,Cluster 1597,1,unique
1598,Cluster 1598,6,unique
1599,Cluster 1599,166,unique
1600,Cluster 1600,1970,core
1601,Cluster 1601,18,unique
1602,Cluster 1602,2,unique
1603,Cluster 1603,1,unique
1604,Cluster 1604,5,unique
1605,Cluster 1605,7,unique
1606,Cluster 1606,2,unique
1607,Cluster 1607,1,unique
1608,Cluster 1608,1,unique
1609,Cluster 1609,2,unique
1610,Cluster 1610,1969,core
1611,Cluster 1611,1,unique
1612,Cluster 1612,253,accessory
1613,Cluster 1613,10,unique
1614,Cluster 1614,66,unique
1615,Cluster 1615,4,unique
1616,Cluster 1616,26,unique
1617,Cluster 1617,10,unique
1618,Cluster 1618,7,unique
1619,Cluster 1619,7,unique
1620,Cluster 1620,10,unique
1621,Cluster 1621,1957,core
1622,Cluster 1622,1,unique
1623,Cluster 1623,1,unique
1624,Cluster 1624,6,unique
1625,Cluster 1625,403,accessory
1626,Cluster 1626,1,unique
1627,Cluster 1627,1,unique
1628,Cluster 1628,1,unique
1629,Cluster 1629,4,unique
1630,Cluster 1630,2,unique
1631,Cluster 1631,797,accessory
1632,Cluster 1632,16,unique
1633,Cluster 1633,5,unique
1634,Cluster 1634,1,unique
1635,Cluster 1635,11,unique
1636,Cluster 1636,36,unique
1637,Cluster 1637,8,unique
1638,Cluster 1638,13,unique
1639,Cluster 1639,327,accessory
1640,Cluster 1640,1970,core
1641,Cluster 1641,2,unique
1642,Cluster 1642,46,unique
1643,Cluster 1643,123,unique
1644,Cluster 1644,448,accessory
1645,Cluster 1645,1,unique
1646,Cluster 1646,29,unique
1647,Cluster 1647,1,unique
1648,Cluster 1648,3,unique
1649,Cluster 1649,31,unique
1650,Cluster 1650,2,unique
1651,Cluster 1651,4,unique
1652,Cluster 1652,16,unique
1653,Cluster 1653,1,unique
1654,Cluster 1654,189,accessory
1655,Cluster 1655,1,unique
1656,Cluster 1656,2,unique
1657,Cluster 1657,1,unique
1658,Cluster 1658,1960,core
1659,Cluster 1659,146,unique
1660,Cluster 1660,60,unique
1661,Cluster 1661,1,unique
1662,Cluster 1662,1,unique
1663,Cluster 1663,3,unique
1664,Cluster 1664,1970,core
1665,Cluster 1665,1970,core
1666,Cluster 1666,12,unique
1667,Cluster 1667,41,unique
1668,Cluster 1668,1,unique
1669,Cluster 1669,1,unique
1670,Cluster 1670,1,unique
1671,Cluster 1671,1,unique
1672,Cluster 1672,1,unique
1673,Cluster 1673,1,unique
1674,Cluster 1674,9,unique
1675,Cluster 1675,576,accessory
1676,Cluster 1676,1,unique
1677,Cluster 1677,4,unique
1678,Cluster 1678,1960,core
1679,Cluster 1679,6,unique
1680,Cluster 1680,1,unique
1681,Cluster 1681,365,accessory
1682,Cluster 1682,8,unique
1683,Cluster 1683,1,unique
1684,Cluster 1684,2,unique
1685,Cluster 1685,2,unique
1686,Cluster 1686,1,unique
1687,Cluster 1687,10,unique
1688,Cluster 1688,267,accessory
1689,Cluster 1689,2,unique
1690,Cluster 1690,45,unique
1691,Cluster 1691,2,unique
1692,Cluster 1692,3,unique
1693,Cluster 1693,1,unique
1694,Cluster 1694,1,unique
1695,Cluster 1695,1,unique
1696,Cluster 1696,4,unique
1697,Cluster 1697,6,unique
1698,Cluster 1698,1,unique
