, ,Number of genomes,gene_class
988,Cluster 988,4,unique
989,Cluster 989,1,unique
990,Cluster 990,1,unique
991,Cluster 991,1,unique
992,Cluster 992,17,unique
993,Cluster 993,198,accessory
994,Cluster 994,1,unique
995,Cluster 995,50,unique
996,Cluster 996,1,unique
997,Cluster 997,21,unique
998,Cluster 998,3,unique
999,Cluster 999,42,unique
1000,Cluster 1000,2,unique
1001,Cluster 1001,25,unique
1002,Cluster 1002,7,unique
1003,Cluster 1003,49,unique
1004,Cluster 1004,1,unique
1005,Cluster 1005,35,unique
1006,Cluster 1006,1428,accessory
1007,Cluster 1007,1,unique
1008,Cluster 1008,1,unique
1009,Cluster 1009,1332,accessory
1010,Cluster 1010,1,unique
1011,Cluster 1011,43,unique
1012,Cluster 1012,1589,core
1013,Cluster 1013,5,unique
1014,Cluster 1014,27,unique
1015,Cluster 1015,1587,core
1016,Cluster 1016,3,unique
1017,Cluster 1017,29,unique
1018,Cluster 1018,1,unique
1019,Cluster 1019,1,unique
1020,Cluster 1020,1584,core
1021,Cluster 1021,5,unique
1022,Cluster 1022,33,unique
1023,Cluster 1023,1,unique
1024,Cluster 1024,1,unique
1025,Cluster 1025,1,unique
1026,Cluster 1026,1,unique
1027,Cluster 1027,1,unique
1028,Cluster 1028,2,unique
1029,Cluster 1029,3,unique
1030,Cluster 1030,3,unique
1031,Cluster 1031,1,unique
1032,Cluster 1032,2,unique
1033,Cluster 1033,3,unique
1034,Cluster 1034,6,unique
1035,Cluster 1035,1,unique
1036,Cluster 1036,1587,core
1037,Cluster 1037,1575,core
1038,Cluster 1038,1580,core
1039,Cluster 1039,1,unique
1040,Cluster 1040,2,unique
1041,Cluster 1041,5,unique
1042,Cluster 1042,6,unique
1043,Cluster 1043,2,unique
1044,Cluster 1044,1587,core
1045,Cluster 1045,1582,core
1046,Cluster 1046,1588,core
1047,Cluster 1047,1586,core
1048,Cluster 1048,9,unique
1049,Cluster 1049,1,unique
1050,Cluster 1050,1,unique
1051,Cluster 1051,46,unique
1052,Cluster 1052,2,unique
1053,Cluster 1053,1,unique
1054,Cluster 1054,1583,core
1055,Cluster 1055,1065,accessory
1056,Cluster 1056,1,unique
1057,Cluster 1057,1,unique
1058,Cluster 1058,6,unique
1059,Cluster 1059,1587,core
1060,Cluster 1060,8,unique
1061,Cluster 1061,49,unique
1062,Cluster 1062,5,unique
1063,Cluster 1063,2,unique
1064,Cluster 1064,1589,core
1065,Cluster 1065,1582,core
1066,Cluster 1066,6,unique
1067,Cluster 1067,1,unique
1068,Cluster 1068,18,unique
1069,Cluster 1069,2,unique
1070,Cluster 1070,574,accessory
1071,Cluster 1071,93,unique
1072,Cluster 1072,1096,accessory
1073,Cluster 1073,2,unique
1074,Cluster 1074,13,unique
1075,Cluster 1075,1587,core
1076,Cluster 1076,1,unique
1077,Cluster 1077,4,unique
1078,Cluster 1078,3,unique
1079,Cluster 1079,1568,core
1080,Cluster 1080,9,unique
1081,Cluster 1081,4,unique
1082,Cluster 1082,51,unique
1083,Cluster 1083,16,unique
1084,Cluster 1084,1587,core
1085,Cluster 1085,2,unique
1086,Cluster 1086,1,unique
1087,Cluster 1087,3,unique
1088,Cluster 1088,7,unique
1089,Cluster 1089,1,unique
1090,Cluster 1090,1585,core
1091,Cluster 1091,1283,accessory
1092,Cluster 1092,40,unique
1093,Cluster 1093,2,unique
1094,Cluster 1094,1,unique
1095,Cluster 1095,1580,core
1096,Cluster 1096,11,unique
1097,Cluster 1097,1587,core
1098,Cluster 1098,1585,core
1099,Cluster 1099,15,unique
1100,Cluster 1100,3,unique
1101,Cluster 1101,1,unique
1102,Cluster 1102,1,unique
1103,Cluster 1103,1583,core
1104,Cluster 1104,7,unique
1105,Cluster 1105,50,unique
1106,Cluster 1106,7,unique
1107,Cluster 1107,22,unique
1108,Cluster 1108,1,unique
1109,Cluster 1109,2,unique
1110,Cluster 1110,1,unique
1111,Cluster 1111,3,unique
1112,Cluster 1112,22,unique
1113,Cluster 1113,1,unique
1114,Cluster 1114,3,unique
1115,Cluster 1115,9,unique
1116,Cluster 1116,19,unique
1117,Cluster 1117,1586,core
1118,Cluster 1118,1577,core
1119,Cluster 1119,1,unique
1120,Cluster 1120,2,unique
1121,Cluster 1121,1546,core
1122,Cluster 1122,624,accessory
1123,Cluster 1123,4,unique
1124,Cluster 1124,4,unique
1125,Cluster 1125,1587,core
1126,Cluster 1126,52,unique
1127,Cluster 1127,19,unique
1128,Cluster 1128,5,unique
1129,Cluster 1129,1,unique
1130,Cluster 1130,1562,core
1131,Cluster 1131,1587,core
1132,Cluster 1132,2,unique
1133,Cluster 1133,187,accessory
1134,Cluster 1134,3,unique
1135,Cluster 1135,4,unique
1136,Cluster 1136,1574,core
1137,Cluster 1137,1586,core
1138,Cluster 1138,1,unique
1139,Cluster 1139,1,unique
1140,Cluster 1140,1581,core
1141,Cluster 1141,1,unique
1142,Cluster 1142,5,unique
1143,Cluster 1143,1589,core
1144,Cluster 1144,1582,core
1145,Cluster 1145,13,unique
1146,Cluster 1146,1588,core
1147,Cluster 1147,1,unique
1148,Cluster 1148,1588,core
1149,Cluster 1149,1,unique
1150,Cluster 1150,5,unique
1151,Cluster 1151,3,unique
1152,Cluster 1152,2,unique
1153,Cluster 1153,45,unique
1154,Cluster 1154,24,unique
1155,Cluster 1155,2,unique
1156,Cluster 1156,8,unique
1157,Cluster 1157,4,unique
1158,Cluster 1158,2,unique
1159,Cluster 1159,3,unique
1160,Cluster 1160,96,accessory
1161,Cluster 1161,1587,core
1162,Cluster 1162,17,unique
1163,Cluster 1163,1,unique
1164,Cluster 1164,1568,core
1165,Cluster 1165,1,unique
1166,Cluster 1166,91,unique
1167,Cluster 1167,6,unique
1168,Cluster 1168,1585,core
1169,Cluster 1169,3,unique
1170,Cluster 1170,1,unique
1171,Cluster 1171,1,unique
1172,Cluster 1172,1585,core
1173,Cluster 1173,14,unique
1174,Cluster 1174,10,unique
1175,Cluster 1175,3,unique
1176,Cluster 1176,1,unique
1177,Cluster 1177,1586,core
1178,Cluster 1178,4,unique
1179,Cluster 1179,105,accessory
1180,Cluster 1180,3,unique
1181,Cluster 1181,2,unique
1182,Cluster 1182,2,unique
1183,Cluster 1183,25,unique
1184,Cluster 1184,1587,core
1185,Cluster 1185,1584,core
1186,Cluster 1186,1179,accessory
1187,Cluster 1187,1572,core
1188,Cluster 1188,587,accessory
1189,Cluster 1189,1,unique
1190,Cluster 1190,1,unique
1191,Cluster 1191,158,accessory
1192,Cluster 1192,9,unique
1193,Cluster 1193,1581,core
1194,Cluster 1194,3,unique
1195,Cluster 1195,1,unique
1196,Cluster 1196,7,unique
1197,Cluster 1197,23,unique
1198,Cluster 1198,4,unique
1199,Cluster 1199,1509,accessory
1200,Cluster 1200,19,unique
1201,Cluster 1201,18,unique
1202,Cluster 1202,1,unique
1203,Cluster 1203,1575,core
1204,Cluster 1204,2,unique
1205,Cluster 1205,1,unique
1206,Cluster 1206,2,unique
1207,Cluster 1207,2,unique
1208,Cluster 1208,6,unique
1209,Cluster 1209,4,unique
1210,Cluster 1210,15,unique
1211,Cluster 1211,56,unique
1212,Cluster 1212,2,unique
1213,Cluster 1213,1587,core
1214,Cluster 1214,2,unique
1215,Cluster 1215,95,accessory
1216,Cluster 1216,1,unique
1217,Cluster 1217,1568,core
1218,Cluster 1218,4,unique
1219,Cluster 1219,1581,core
1220,Cluster 1220,6,unique
1221,Cluster 1221,3,unique
1222,Cluster 1222,37,unique
1223,Cluster 1223,75,unique
1224,Cluster 1224,3,unique
1225,Cluster 1225,1,unique
1226,Cluster 1226,7,unique
1227,Cluster 1227,1,unique
1228,Cluster 1228,5,unique
1229,Cluster 1229,154,accessory
1230,Cluster 1230,1581,core
1231,Cluster 1231,2,unique
1232,Cluster 1232,1,unique
1233,Cluster 1233,2,unique
1234,Cluster 1234,1578,core
1235,Cluster 1235,21,unique
1236,Cluster 1236,1577,core
1237,Cluster 1237,1,unique
1238,Cluster 1238,1,unique
1239,Cluster 1239,2,unique
1240,Cluster 1240,1,unique
1241,Cluster 1241,1,unique
1242,Cluster 1242,1,unique
1243,Cluster 1243,10,unique
1244,Cluster 1244,1,unique
1245,Cluster 1245,1,unique
1246,Cluster 1246,1587,core
1247,Cluster 1247,1586,core
1248,Cluster 1248,1,unique
1249,Cluster 1249,1,unique
1250,Cluster 1250,3,unique
1251,Cluster 1251,1526,core
1252,Cluster 1252,1587,core
1253,Cluster 1253,1,unique
1254,Cluster 1254,1583,core
1255,Cluster 1255,1564,core
1256,Cluster 1256,1,unique
1257,Cluster 1257,1580,core
1258,Cluster 1258,11,unique
1259,Cluster 1259,1586,core
1260,Cluster 1260,13,unique
1261,Cluster 1261,5,unique
1262,Cluster 1262,13,unique
1263,Cluster 1263,3,unique
1264,Cluster 1264,1581,core
1265,Cluster 1265,16,unique
1266,Cluster 1266,50,unique
1267,Cluster 1267,1,unique
1268,Cluster 1268,1,unique
1269,Cluster 1269,1581,core
1270,Cluster 1270,698,accessory
1271,Cluster 1271,1,unique
1272,Cluster 1272,1,unique
1273,Cluster 1273,1586,core
1274,Cluster 1274,1,unique
1275,Cluster 1275,5,unique
1276,Cluster 1276,1,unique
1277,Cluster 1277,2,unique
1278,Cluster 1278,1,unique
1279,Cluster 1279,1,unique
1280,Cluster 1280,3,unique
1281,Cluster 1281,3,unique
1282,Cluster 1282,1587,core
1283,Cluster 1283,1570,core
1284,Cluster 1284,1586,core
1285,Cluster 1285,24,unique
1286,Cluster 1286,2,unique
1287,Cluster 1287,17,unique
1288,Cluster 1288,312,accessory
1289,Cluster 1289,21,unique
1290,Cluster 1290,4,unique
1291,Cluster 1291,1,unique
1292,Cluster 1292,4,unique
1293,Cluster 1293,2,unique
1294,Cluster 1294,1,unique
1295,Cluster 1295,2,unique
1296,Cluster 1296,1570,core
1297,Cluster 1297,10,unique
1298,Cluster 1298,45,unique
1299,Cluster 1299,433,accessory
1300,Cluster 1300,1,unique
1301,Cluster 1301,19,unique
1302,Cluster 1302,2,unique
1303,Cluster 1303,1,unique
1304,Cluster 1304,18,unique
1305,Cluster 1305,1585,core
1306,Cluster 1306,1,unique
1307,Cluster 1307,3,unique
1308,Cluster 1308,1,unique
1309,Cluster 1309,1,unique
1310,Cluster 1310,3,unique
1311,Cluster 1311,1,unique
1312,Cluster 1312,1,unique
1313,Cluster 1313,4,unique
1314,Cluster 1314,1584,core
1315,Cluster 1315,1581,core
1316,Cluster 1316,2,unique
1317,Cluster 1317,1585,core
1318,Cluster 1318,1,unique
1319,Cluster 1319,5,unique
1320,Cluster 1320,183,accessory
1321,Cluster 1321,1577,core
1322,Cluster 1322,2,unique
1323,Cluster 1323,1,unique
1324,Cluster 1324,3,unique
1325,Cluster 1325,1445,accessory
1326,Cluster 1326,1589,core
1327,Cluster 1327,5,unique
1328,Cluster 1328,18,unique
1329,Cluster 1329,14,unique
1330,Cluster 1330,1407,accessory
1331,Cluster 1331,1,unique
1332,Cluster 1332,2,unique
1333,Cluster 1333,1532,core
1334,Cluster 1334,1587,core
1335,Cluster 1335,35,unique
1336,Cluster 1336,1,unique
1337,Cluster 1337,3,unique
1338,Cluster 1338,1,unique
1339,Cluster 1339,1582,core
1340,Cluster 1340,23,unique
1341,Cluster 1341,1581,core
1342,Cluster 1342,1,unique
1343,Cluster 1343,64,unique
1344,Cluster 1344,1,unique
1345,Cluster 1345,5,unique
1346,Cluster 1346,2,unique
1347,Cluster 1347,2,unique
1348,Cluster 1348,1563,core
1349,Cluster 1349,1581,core
1350,Cluster 1350,1,unique
1351,Cluster 1351,2,unique
1352,Cluster 1352,2,unique
1353,Cluster 1353,8,unique
1354,Cluster 1354,1,unique
1355,Cluster 1355,6,unique
1356,Cluster 1356,1,unique
1357,Cluster 1357,1,unique
1358,Cluster 1358,2,unique
1359,Cluster 1359,2,unique
1360,Cluster 1360,1585,core
1361,Cluster 1361,1,unique
1362,Cluster 1362,1,unique
1363,Cluster 1363,1587,core
1364,Cluster 1364,1,unique
1365,Cluster 1365,1,unique
1366,Cluster 1366,3,unique
1367,Cluster 1367,48,unique
1368,Cluster 1368,43,unique
1369,Cluster 1369,2,unique
1370,Cluster 1370,57,unique
1371,Cluster 1371,2,unique
1372,Cluster 1372,4,unique
1373,Cluster 1373,1582,core
1374,Cluster 1374,1576,core
1375,Cluster 1375,694,accessory
1376,Cluster 1376,7,unique
1377,Cluster 1377,1580,core
1378,Cluster 1378,2,unique
1379,Cluster 1379,1577,core
1380,Cluster 1380,1588,core
1381,Cluster 1381,8,unique
1382,Cluster 1382,6,unique
1383,Cluster 1383,2,unique
1384,Cluster 1384,1586,core
1385,Cluster 1385,17,unique
1386,Cluster 1386,1589,core
1387,Cluster 1387,1,unique
1388,Cluster 1388,2,unique
1389,Cluster 1389,1,unique
1390,Cluster 1390,2,unique
1391,Cluster 1391,1582,core
1392,Cluster 1392,1588,core
1393,Cluster 1393,1557,core
1394,Cluster 1394,1356,accessory
1395,Cluster 1395,1,unique
1396,Cluster 1396,1393,accessory
1397,Cluster 1397,3,unique
1398,Cluster 1398,2,unique
1399,Cluster 1399,1534,core
1400,Cluster 1400,1,unique
1401,Cluster 1401,2,unique
1402,Cluster 1402,3,unique
1403,Cluster 1403,1587,core
1404,Cluster 1404,94,accessory
1405,Cluster 1405,4,unique
1406,Cluster 1406,1586,core
1407,Cluster 1407,1,unique
1408,Cluster 1408,1588,core
1409,Cluster 1409,1565,core
1410,Cluster 1410,2,unique
1411,Cluster 1411,4,unique
1412,Cluster 1412,1,unique
1413,Cluster 1413,14,unique
1414,Cluster 1414,1585,core
1415,Cluster 1415,42,unique
1416,Cluster 1416,1588,core
1417,Cluster 1417,15,unique
1418,Cluster 1418,10,unique
1419,Cluster 1419,1,unique
1420,Cluster 1420,2,unique
1421,Cluster 1421,1579,core
1422,Cluster 1422,1515,accessory
1423,Cluster 1423,1514,accessory
1424,Cluster 1424,3,unique
1425,Cluster 1425,1,unique
1426,Cluster 1426,3,unique
1427,Cluster 1427,7,unique
1428,Cluster 1428,1,unique
1429,Cluster 1429,2,unique
1430,Cluster 1430,1,unique
1431,Cluster 1431,1117,accessory
1432,Cluster 1432,1584,core
1433,Cluster 1433,1,unique
1434,Cluster 1434,116,accessory
1435,Cluster 1435,3,unique
1436,Cluster 1436,1,unique
1437,Cluster 1437,1,unique
1438,Cluster 1438,1586,core
1439,Cluster 1439,1588,core
1440,Cluster 1440,1,unique
1441,Cluster 1441,1,unique
1442,Cluster 1442,10,unique
1443,Cluster 1443,1,unique
1444,Cluster 1444,2,unique
1445,Cluster 1445,1,unique
1446,Cluster 1446,90,unique
1447,Cluster 1447,2,unique
1448,Cluster 1448,1581,core
1449,Cluster 1449,1,unique
1450,Cluster 1450,4,unique
1451,Cluster 1451,1,unique
1452,Cluster 1452,1587,core
1453,Cluster 1453,1,unique
1454,Cluster 1454,2,unique
1455,Cluster 1455,1586,core
1456,Cluster 1456,1586,core
1457,Cluster 1457,1546,core
1458,Cluster 1458,1,unique
1459,Cluster 1459,1,unique
1460,Cluster 1460,1584,core
1461,Cluster 1461,1,unique
1462,Cluster 1462,1588,core
1463,Cluster 1463,1,unique
1464,Cluster 1464,1573,core
1465,Cluster 1465,1,unique
1466,Cluster 1466,2,unique
1467,Cluster 1467,2,unique
1468,Cluster 1468,48,unique
1469,Cluster 1469,1309,accessory
1470,Cluster 1470,4,unique
1471,Cluster 1471,3,unique
1472,Cluster 1472,2,unique
1473,Cluster 1473,1,unique
1474,Cluster 1474,1,unique
1475,Cluster 1475,1,unique
1476,Cluster 1476,1586,core
1477,Cluster 1477,1558,core
1478,Cluster 1478,1,unique
1479,Cluster 1479,1586,core
1480,Cluster 1480,1583,core
1481,Cluster 1481,1,unique
1482,Cluster 1482,1,unique
1483,Cluster 1483,5,unique
1484,Cluster 1484,3,unique
1485,Cluster 1485,1584,core
1486,Cluster 1486,1585,core
1487,Cluster 1487,1,unique
1488,Cluster 1488,1,unique
1489,Cluster 1489,22,unique
1490,Cluster 1490,14,unique
1491,Cluster 1491,42,unique
1492,Cluster 1492,1549,core
1493,Cluster 1493,10,unique
1494,Cluster 1494,16,unique
1495,Cluster 1495,1,unique
1496,Cluster 1496,1564,core
1497,Cluster 1497,1588,core
1498,Cluster 1498,1,unique
1499,Cluster 1499,1,unique
1500,Cluster 1500,5,unique
1501,Cluster 1501,9,unique
1502,Cluster 1502,1,unique
1503,Cluster 1503,2,unique
1504,Cluster 1504,359,accessory
1505,Cluster 1505,1,unique
1506,Cluster 1506,1,unique
1507,Cluster 1507,1588,core
1508,Cluster 1508,3,unique
1509,Cluster 1509,105,accessory
1510,Cluster 1510,1,unique
1511,Cluster 1511,4,unique
1512,Cluster 1512,104,accessory
1513,Cluster 1513,1,unique
1514,Cluster 1514,1,unique
1515,Cluster 1515,1587,core
1516,Cluster 1516,1580,core
1517,Cluster 1517,1578,core
1518,Cluster 1518,1137,accessory
1519,Cluster 1519,1,unique
1520,Cluster 1520,1,unique
1521,Cluster 1521,1545,core
1522,Cluster 1522,2,unique
1523,Cluster 1523,1439,accessory
1524,Cluster 1524,1,unique
1525,Cluster 1525,77,unique
1526,Cluster 1526,12,unique
1527,Cluster 1527,1,unique
1528,Cluster 1528,1583,core
1529,Cluster 1529,379,accessory
1530,Cluster 1530,1589,core
1531,Cluster 1531,1371,accessory
1532,Cluster 1532,1583,core
1533,Cluster 1533,1581,core
1534,Cluster 1534,1264,accessory
1535,Cluster 1535,1,unique
1536,Cluster 1536,40,unique
1537,Cluster 1537,1412,accessory
1538,Cluster 1538,62,unique
1539,Cluster 1539,1587,core
1540,Cluster 1540,1,unique
1541,Cluster 1541,1362,accessory
1542,Cluster 1542,1,unique
1543,Cluster 1543,1519,accessory
1544,Cluster 1544,78,unique
1545,Cluster 1545,1541,core
1546,Cluster 1546,1583,core
1547,Cluster 1547,2,unique
1548,Cluster 1548,16,unique
1549,Cluster 1549,1034,accessory
1550,Cluster 1550,737,accessory
1551,Cluster 1551,2,unique
1552,Cluster 1552,1,unique
1553,Cluster 1553,1011,accessory
1554,Cluster 1554,1,unique
1555,Cluster 1555,1,unique
1556,Cluster 1556,5,unique
1557,Cluster 1557,5,unique
1558,Cluster 1558,1587,core
1559,Cluster 1559,1589,core
1560,Cluster 1560,1586,core
1561,Cluster 1561,1470,accessory
1562,Cluster 1562,1556,core
1563,Cluster 1563,1585,core
1564,Cluster 1564,1489,accessory
1565,Cluster 1565,14,unique
1566,Cluster 1566,1575,core
1567,Cluster 1567,3,unique
1568,Cluster 1568,2,unique
1569,Cluster 1569,1584,core
1570,Cluster 1570,1,unique
1571,Cluster 1571,4,unique
1572,Cluster 1572,1,unique
1573,Cluster 1573,1,unique
1574,Cluster 1574,21,unique
1575,Cluster 1575,1,unique
1576,Cluster 1576,3,unique
1577,Cluster 1577,11,unique
1578,Cluster 1578,2,unique
1579,Cluster 1579,5,unique
1580,Cluster 1580,1553,core
1581,Cluster 1581,2,unique
1582,Cluster 1582,1,unique
1583,Cluster 1583,1,unique
1584,Cluster 1584,1,unique
1585,Cluster 1585,1579,core
1586,Cluster 1586,1,unique
1587,Cluster 1587,1587,core
1588,Cluster 1588,3,unique
1589,Cluster 1589,8,unique
1590,Cluster 1590,1,unique
1591,Cluster 1591,1,unique
1592,Cluster 1592,1588,core
1593,Cluster 1593,1588,core
1594,Cluster 1594,1586,core
1595,Cluster 1595,10,unique
1596,Cluster 1596,6,unique
1597,Cluster 1597,39,unique
1598,Cluster 1598,6,unique
1599,Cluster 1599,4,unique
1600,Cluster 1600,61,unique
1601,Cluster 1601,1520,accessory
1602,Cluster 1602,1586,core
1603,Cluster 1603,1588,core
1604,Cluster 1604,1,unique
1605,Cluster 1605,2,unique
1606,Cluster 1606,2,unique
1607,Cluster 1607,2,unique
1608,Cluster 1608,1581,core
1609,Cluster 1609,1581,core
1610,Cluster 1610,13,unique
1611,Cluster 1611,1587,core
1612,Cluster 1612,2,unique
1613,Cluster 1613,88,unique
1614,Cluster 1614,1587,core
1615,Cluster 1615,1586,core
1616,Cluster 1616,143,accessory
1617,Cluster 1617,4,unique
1618,Cluster 1618,1398,accessory
1619,Cluster 1619,1587,core
1620,Cluster 1620,25,unique
1621,Cluster 1621,30,unique
1622,Cluster 1622,2,unique
1623,Cluster 1623,23,unique
1624,Cluster 1624,6,unique
1625,Cluster 1625,1,unique
1626,Cluster 1626,3,unique
1627,Cluster 1627,3,unique
1628,Cluster 1628,181,accessory
1629,Cluster 1629,3,unique
1630,Cluster 1630,1,unique
1631,Cluster 1631,1,unique
1632,Cluster 1632,1,unique
1633,Cluster 1633,1,unique
1634,Cluster 1634,1,unique
1635,Cluster 1635,4,unique
1636,Cluster 1636,29,unique
1637,Cluster 1637,1,unique
1638,Cluster 1638,2,unique
1639,Cluster 1639,3,unique
1640,Cluster 1640,1586,core
1641,Cluster 1641,1588,core
1642,Cluster 1642,4,unique
1643,Cluster 1643,1,unique
1644,Cluster 1644,1574,core
1645,Cluster 1645,1573,core
1646,Cluster 1646,1587,core
1647,Cluster 1647,1584,core
1648,Cluster 1648,5,unique
1649,Cluster 1649,1,unique
1650,Cluster 1650,1,unique
1651,Cluster 1651,36,unique
1652,Cluster 1652,1585,core
1653,Cluster 1653,1582,core
1654,Cluster 1654,1559,core
1655,Cluster 1655,1543,core
1656,Cluster 1656,1570,core
1657,Cluster 1657,126,accessory
1658,Cluster 1658,1583,core
1659,Cluster 1659,1588,core
1660,Cluster 1660,1589,core
1661,Cluster 1661,1349,accessory
1662,Cluster 1662,1583,core
1663,Cluster 1663,5,unique
1664,Cluster 1664,3,unique
1665,Cluster 1665,1,unique
1666,Cluster 1666,1,unique
1667,Cluster 1667,25,unique
1668,Cluster 1668,2,unique
1669,Cluster 1669,2,unique
1670,Cluster 1670,1,unique
1671,Cluster 1671,1588,core
1672,Cluster 1672,5,unique
1673,Cluster 1673,1,unique
1674,Cluster 1674,1146,accessory
1675,Cluster 1675,160,accessory
1676,Cluster 1676,55,unique
1677,Cluster 1677,394,accessory
1678,Cluster 1678,25,unique
1679,Cluster 1679,6,unique
1680,Cluster 1680,1,unique
1681,Cluster 1681,1561,core
1682,Cluster 1682,1474,accessory
1683,Cluster 1683,3,unique
1684,Cluster 1684,1,unique
1685,Cluster 1685,5,unique
1686,Cluster 1686,2,unique
1687,Cluster 1687,1584,core
1688,Cluster 1688,1586,core
1689,Cluster 1689,7,unique
1690,Cluster 1690,5,unique
1691,Cluster 1691,22,unique
1692,Cluster 1692,137,accessory
1693,Cluster 1693,1,unique
1694,Cluster 1694,8,unique
1695,Cluster 1695,12,unique
